02b9be6b,25,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1
02bc8170,25,0,0,0,0,1,1
02c5b736,38,1,0,1,1,1,1
02d08494,72,1,0,1,1,1,1
02d6358e,34,0,0,0,0,0,1
02da70a9,27,0.4,0.4,0.333333333333333,0.333333333333333,0,NA
0303bbc5,37,1,0,1,1,1,1
031826f8,28,0,0,0,0,0,1
031f58aa,29,1,0,1,1,1,1
034ca407,46,1,0,1,1,1,1
0356dd0e,33,0,0,0.5,0.5,0.666666666666667,1
0359f17f,43,0,0,0.375,0.375,0.75,1
0382fe49,42,1,0,1,1,1,1
038d029c,33,1,0,1,1,1,1
03985085,36,1,0,1,1,1,1
039b4363,48,0,0,0.125,0.125,0.5,1
03a31484,72,0,0.0909090909090909,0.727272727272727,0.636363636363636,0.727272727272727,1
03a3892f,37,1,0,1,1,1,1
03b8fb7a,42,0,0.4,0.6,0.6,0.4,1
03cb95e5,28,1,0,1,1,1,1
03da43e9,29,0,0,0,0,0,1
03e75879,25,1,0,1,1,1,1
03e9e8a9,96,0,0,0,0.647058823529412,0.647058823529412,1
03edac78,25,0,0,0.5,0.5,0.5,1
03fc01b2,101,1,0,0,1,1,1
04093f19,65,0,0,0.923076923076923,0.923076923076923,0.923076923076923,2
041e2cc5,29,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1
042b22bf,32,1,0,1,1,1,1
04483332,44,0,0,0,0,0,1
044cdc1c,34,0,0,0,0,0.166666666666667,1
04762f1f,37,1,0,1,1,1,1
04785e2c,33,0,0,1,1,1,1
047acf41,57,0.2,0,0.222222222222222,0.222222222222222,0.5,1
047fe217,28,1,0,1,1,1,1
0480441a,32,0,0,0,0,0,1
04832ac1,56,0,0,0.222222222222222,0.222222222222222,0.222222222222222,1
0486e501,30,0,0,0.5,0.5,0.75,1
048a2452,25,1,0,1,1,1,1
04997bcc,150,1,0,0,1,1,1
049da278,41,1,0,1,1,1,1
04a85f7a,62,1,1,1,1,1,1
04b3ff64,25,1,1,1,1,1,1
04c19ac9,39,1,0,1,1,1,1
04cd4c1f,25,0.25,0.25,0.25,0.25,0.5,1
04d5ae7e,29,1,0,1,1,1,1
04d5c981,75,1,0,0,1,1,1
04dca554,74,1,0,0,1,1,1
04e87c1a,29,1,0,1,1,1,1
04ed8e9c,35,0,0,1,1,1,1
04f00846,65,0,0,0.181818181818182,0.181818181818182,0.181818181818182,1
04f127cd,36,0,0,0.285714285714286,0.285714285714286,0.285714285714286,1
04f1dff9,31,0,0,0.714285714285714,0.714285714285714,0.571428571428571,1
04fc20f0,61,0,0,0.545454545454545,0.545454545454545,0.545454545454545,1
04fd6169,89,0.0666666666666667,0,0.133333333333333,0.0666666666666667,0.4,1
050711cc,27,0,0,0.25,0.25,1,1
0511a6e6,26,1,0,1,1,1,1
05212625,27,0,0,1,1,1,1
0529dab1,26,1,0,1,1,1,1
052ef72f,71,0.0909090909090909,0,0,0.727272727272727,0.545454545454545,1
05359f88,35,1,0,1,1,1,1
0552d330,48,0,0,0.625,0.625,0.625,1
0555ab22,60,0,0,0.888888888888889,0.888888888888889,1,1
055cdf03,40,0,0,0.875,0.875,0.875,1
056a2eb2,31,0,0,0.25,0.25,0,1
0574ec96,35,0,0,0,0,0.5,1
0577103a,28,0,0,1,1,0.75,3
057770d8,34,1,0,1,1,1,1
057f1471,36,1,0,1,1,1,1
057fd72b,43,1,0,1,1,1,1
0580386e,77,1,0,0,1,1,1
058bc6de,83,0,0,0,0.8125,0.875,1
0595ced5,28,1,0,1,1,1,1
059788eb,25,1,0,1,1,1,1
059e3e4b,30,0,0,0.6,0.6,0.6,1
059e4278,68,1,0,1,1,1,1
05b04ae7,28,0,0,0.75,0.75,0.75,1
05bb2698,49,0,0,0.777777777777778,0.777777777777778,0.888888888888889,1
05be37b9,62,1,0,1,1,1,1
05d21bea,25,1,0,1,1,1,1
05ed473f,26,1,0,1,1,1,1
05f53d51,35,0,0,0,0,0,1
05f6bceb,29,0,0,1,1,0.333333333333333,1
0601c48e,29,0,0,0.25,0.25,0.5,1
06046525,38,1,0,1,1,1,1
060db402,28,1,0,1,1,1,1
061326b2,37,0,0,0,0,0,2
0617e84c,29,0.25,0,0.5,0.5,0.5,1
06216bb9,29,1,0,1,1,1,1
06273bde,149,1,0,0,1,1,1
0636459d,54,1,0,1,1,1,1
063c492a,33,1,0,1,1,1,1
063f4205,35,0,0,0,0,0.833333333333333,1
064b120e,36,1,0,1,1,1,1
0663fbed,28,0.25,0,0.5,0.5,0.5,2
0664a3e3,37,1,0,1,1,1,1
066aff57,32,1,0,1,1,1,1
0670b1d3,26,0,0,1,1,1,2
06745f99,41,0,0,0.833333333333333,0.833333333333333,1,1
067bc0d1,39,1,0,1,1,1,1
0686b67f,49,1,0,1,1,1,1
0688b64b,73,1,0,0,1,1,1
068a42d7,43,1,0,1,1,1,1
069731e5,43,1,0,1,1,1,1
069d9ba4,40,0,0,0.2,0.2,0.333333333333333,1
069f004b,70,1,0,0,1,1,1
06af5da9,45,0,0,0.888888888888889,0.888888888888889,0.888888888888889,1
06b0353b,41,1,0,1,1,1,1
06b0cb92,31,0,0,0.5,0.5,0.4,1
06c39ff8,31,1,0,1,1,1,1
06cad43b,29,0,0,0,0,0.333333333333333,1
06d7a47c,27,0,0.25,0,0,0,1
06ece911,42,1,0,1,1,1,1
06f07cc0,62,1,0,1,1,1,1
06f426b8,33,0,0,1,1,1,1
07068562,32,0,0,0.5,0.5,0.833333333333333,1
07099cde,31,1,0,1,1,1,1
0719fa37,33,0,0,0.833333333333333,0.833333333333333,0.833333333333333,1
071ac5f2,63,1,0,1,1,1,1
0721d073,29,1,1,1,1,1,1
0723fb88,48,0,0,0.285714285714286,0.285714285714286,0.285714285714286,1
073ae410,42,0.333333333333333,0,0.5,0.5,0.666666666666667,1
073de739,30,1,0,1,1,1,1
073f6805,83,1,0,0,1,1,1
07630ed5,34,0,0,0,0,0.25,2
07640f79,25,0,0,0.75,0.75,0.75,2
07737f16,47,1,0,1,1,1,1
0773b183,41,1,0,1,1,1,1
078a13c0,35,1,0,1,1,1,1
07960029,27,1,0,1,1,1,1
07b8a39e,57,1,0,1,1,1,1
07ba7afb,46,1,0,1,1,1,1
07be660a,40,0,0,0.8,0.8,0.8,1
07c0ccd3,26,0.25,0.25,0.25,0.25,0.75,1
07d246bb,76,0,0,0.357142857142857,0.285714285714286,0.428571428571429,1
07d31a91,55,1,0,1,1,1,1
07d6e823,28,1,0,1,1,1,1
07d9eee0,44,0,0,0.75,0.75,0.75,1
07dbbf56,85,0,0.461538461538462,0,0,0.615384615384615,1
07dfb7cf,87,1,0,0,1,1,1
07e42d14,119,1,0,0,1,1,1
07e9b58c,28,0,0,0.5,0.5,0.25,1
07fa5b9e,29,1,0,1,1,1,1
0804dc10,37,0,0,0,0,1,1
08089f89,44,0,0,0.142857142857143,0.142857142857143,0.714285714285714,1
080d10e9,83,0,0,0.333333333333333,0.2,0.333333333333333,1
08119108,59,0.222222222222222,0,0.666666666666667,0.666666666666667,0.888888888888889,1
081d800c,41,1,0,1,1,1,1
0826d980,74,0,0,0,0.454545454545455,0.727272727272727,1
084c9ff3,38,1,0,0,0,1,1
084ce539,25,0,0,1,1,1,1
084e2f85,29,1,0,1,1,1,1
0865fb99,29,0,0,1,1,0.6,4
086de0b4,76,0.0833333333333333,0.0833333333333333,0.5,0.416666666666667,0.5,1
08785d86,78,0,0.0833333333333333,0.166666666666667,0.75,0.833333333333333,1
0879530e,121,0,0,0,0.181818181818182,0.772727272727273,1
087cd93c,35,0,0,0.2,0.2,0.8,1
0885343d,71,1,0,0,1,1,1
08873dd4,25,1,0,1,1,1,1
088778f7,31,0,0,0.333333333333333,0.333333333333333,0.666666666666667,1
088c47ef,123,0,0,0.0909090909090909,0.95,0.590909090909091,1
08a87ed6,46,0,0,0.5,0.5,0.625,1
08adb999,26,0,0,0,0,0.5,1
08c106ce,27,0,0,0.5,0.5,0.25,1
08cdff74,101,1,0,0,1,1,1
08d07a9d,75,1,0,0,1,1,1
08d50ccb,35,0,0,0.25,0.25,0.75,1
08dff1d6,40,0.142857142857143,0.142857142857143,0.571428571428571,0.571428571428571,0.571428571428571,1
08f3eb55,59,1,0,1,1,1,1
090de3c4,56,1,0,1,1,1,1
091a7c8a,30,0,0,0.75,0.75,0.75,1
0920b2b5,58,0,0,0.875,0.875,1,1
09251cc9,74,0.0769230769230769,0,0,0,0.769230769230769,1
0931469a,25,0,0,0.5,0.5,0.5,1
0931fc47,42,1,0,1,1,1,1
0939608f,33,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1
093cd68a,47,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1
094233a1,38,1,0,1,1,1,1
09433178,27,0,0,0.75,0.75,1,1
09480f33,25,0,0,1,1,1,1
09793d18,27,0,0,0.75,0.75,0.75,1
097f7403,40,0,0,0.857142857142857,0.857142857142857,0.857142857142857,1
09816b3d,30,1,0,1,1,1,1
0985005c,49,1,0,1,1,1,1
0985ce6e,42,0,0,0.333333333333333,0.333333333333333,0.833333333333333,1
098e1532,35,0,0,1,1,1,1
0995db73,56,0,0,0.75,0.75,0.75,1
099db2a2,35,0,0,0.5,0.5,0.75,1
09ac2a40,38,1,0,1,1,1,1
09b0f528,30,0,0,0.8,0.8,0.8,1
09b3e663,70,1,0,0,1,1,1
09c8194a,39,0,0,0.571428571428571,0.571428571428571,0.571428571428571,1
09cc78ab,38,0,0,1,1,1,1
09db480e,25,1,0,1,1,1,1
09dbf5de,98,1,0,0,1,1,1
09de52dd,105,0.111111111111111,0.0555555555555556,0.111111111111111,0.555555555555556,0.722222222222222,1
09ee7832,26,0,0,0,0,0,1
0a032084,25,1,0,1,1,1,1
0a05c9dd,135,0,0,0,0.346153846153846,0.423076923076923,1
0a29afbc,30,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1
0a2e2634,39,1,0,1,1,1,1
0a36e970,34,0,0,0,0,0.5,1
0a36ec73,40,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,3
0a3cda51,89,1,0,0,1,1,1
0a46cbd6,96,1,0,0,1,1,1
0a472d9b,98,1,0,0,1,1,1
0a4990ad,55,0.142857142857143,0,0.714285714285714,0.714285714285714,0.857142857142857,1
0a51d143,26,1,0,1,1,1,1
0a59a5cd,25,1,0,1,1,1,1
0a5fe223,79,0,0,0.0714285714285714,0.642857142857143,0.785714285714286,1
0a676d41,49,1,0,1,1,1,1
0a7f3c62,27,0.6,0.6,0.6,0.6,0.6,1
0a839c80,29,1,0,1,1,1,1
0a851218,37,0,0,0.142857142857143,0.142857142857143,0.857142857142857,1
0a8c3322,68,1,0,1,1,1,1
0a91fc37,45,1,0,1,1,1,1
0a93bb97,41,1,0,1,1,1,1
0aa401cd,57,1,0,1,1,1,1
0aa6a558,49,1,0,1,1,1,1
0aa9783a,60,0,0,0.1,0.1,0.4,1
0aa9e025,64,1,0,1,1,1,1
0aac613a,29,1,0,1,1,1,1
0ab3897a,30,1,1,1,1,1,1
0ab38b21,67,1,0,1,1,1,1
0ab4b7a1,35,1,0,1,1,1,1
0abe7ff7,70,0,0,0,0.769230769230769,0.769230769230769,1
0ad2eace,26,0,0,0,0,0.2,1
0adba45c,32,1,0,1,1,1,1
0ae848e1,90,0,0,0.0555555555555556,0.0555555555555556,0.111111111111111,1
0af26c07,32,1,0,1,1,1,1
0b0ceb88,34,1,0,1,1,1,1
0b0d2ff0,28,0,0,1,1,1,1
0b10f40c,33,0,0,0.833333333333333,0.833333333333333,0.833333333333333,1
0b3912ac,35,1,0,1,1,1,1
0b3db3a9,48,0,0,1,1,1,1
0b51ba66,48,0,0,0.142857142857143,0.142857142857143,0.857142857142857,1
0b54b221,62,0,0.1,0.8,0.8,0.8,1
0b58828b,130,0.0869565217391304,0,0,0.695652173913043,0.869565217391304,1
0b5fa2eb,32,0,0,0.6,0.6,0.6,1
0b644e1c,58,0,0.0909090909090909,0.818181818181818,0.818181818181818,0.909090909090909,1
0b7910b8,49,0,0,0.125,0.125,0.125,2
0b8bc601,100,0,0,0.526315789473684,0.421052631578947,0.578947368421053,1
0b8f6a33,58,0,0,0.4,0.4,0.6,2
0b93ca7a,43,0,0,0.428571428571429,0.428571428571429,0.571428571428571,1
0b989022,96,1,0,0,1,1,1
0b9be615,31,1,0,1,1,1,1
0bc9fe0e,53,0,0,0.875,0.875,0.875,1
0bcb8548,32,1,0,1,1,1,1
0bcd4423,35,0,0,0.4,0.4,0.4,1
0bcff647,32,1,0,1,1,1,1
0bd05d33,29,0,0,0.166666666666667,0.166666666666667,0.833333333333333,1
0bd1276a,27,0,0,0.25,0.25,0.25,1
0bd446bc,51,0,0,1,1,1,2
0bdd2112,82,0,0,0,0.8,0.733333333333333,1
0bddef2b,67,0,0.363636363636364,0.454545454545455,0.454545454545455,0.454545454545455,1
0bf85a34,123,1,0,0,1,1,1
0c09ba5c,45,0,0,0,0,0.875,1
0c09ce9c,25,1,0,1,1,1,1
0c10a874,71,0,0,0.0833333333333333,0.666666666666667,0.583333333333333,1
0c26a5f9,100,0,0,0,0,0,3
0c344d02,41,1,0,1,1,1,1
0c3fd869,58,0,0,0.7,0.7,0.8,1
0c40a2e0,61,0,0,0.7,0.7,0.8,1
0c471938,40,0,0,0,0,0,4
0c4f6389,41,0,0,0.285714285714286,0.285714285714286,0.857142857142857,1
0c64cb59,36,1,0,1,1,1,1
0c684ff2,30,0,0,0.6,0.6,0.8,1
0c69cb5d,77,0,0,0,0,0,1
0c6f7131,36,0,0,0.6,0.6,0.8,1
0c737431,27,1,0,1,1,1,1
0c7c4cc1,54,0,0,0.818181818181818,0.818181818181818,0.818181818181818,2
0c8268b5,32,1,0,1,1,1,1
0c840529,45,0,0.5,0.5,0.5,0.333333333333333,1
0c88b35d,43,1,1,1,1,1,1
0c8a8429,27,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1
0c97267f,37,0,0,0.833333333333333,0.833333333333333,0.833333333333333,1
0c9e4d5c,33,0,0,0.4,0.4,0.4,1
0ca6c0ba,44,1,0,1,1,1,1
0caca26e,42,1,0,1,1,1,1
0cadcb83,71,1,0,0,1,1,1
0cb522db,32,0.333333333333333,0.333333333333333,1,1,1,1
0cbd8e04,30,1,0,1,1,1,1
0ccdd31f,36,0,0,0.833333333333333,0.833333333333333,0.333333333333333,1
0cf93751,25,1,0,1,1,1,1
0d1081cf,87,0,0,0.2,0.733333333333333,0.666666666666667,1
0d189189,26,0,0,0.4,0.4,0.6,1
0d382d4f,68,1,0,1,1,1,1
0d45d2e3,41,1,0,1,1,1,1
0d5f0616,49,0,0,0.375,0.375,0.375,1
0d6102b3,29,0,0,0.333333333333333,0.333333333333333,0,1
0d71ddc1,116,1,0,0,1,1,1
0d72723d,37,1,0,1,1,1,1
0d807166,60,0,0,0.8,0.8,0.9,1
0d993448,74,1,0,0,1,1,1
0d9f31ad,26,1,0,1,1,1,1
0dbbb0cb,34,1,0,1,1,1,1
0dc1fdde,35,1,0,1,1,1,1
0dcf6495,43,0,0,0.5,0.5,0.2,1
0dd9ec0b,29,1,0,1,1,1,1
0ddfa5e6,31,1,0,1,1,1,1
0de79018,28,0,0,0,0,0,2
0debbad8,32,1,0,1,1,1,1
0df2f908,49,0.888888888888889,0,0.111111111111111,0.111111111111111,0.888888888888889,1
0df315b4,35,0,0,1,1,1,1
0e1805ca,57,1,0,1,1,1,1
0e22c69a,28,0,0,0,0,0,1
0e2d1a7e,25,0,0,0.75,0.75,0.75,2
0e35810b,108,0,0,0.1,0.2,0.6,1
0e3f5a7a,25,1,0,1,1,1,1
0e45bc49,45,0.25,0.25,0.625,0.625,0.75,1
0e541dce,25,0,0,0.25,0.25,0.75,1
0e5ca704,32,0,0,1,1,0.8,NA
0e669d0c,63,1,0,1,1,1,1
0e71eb27,25,1,0,1,1,1,1
0e7de5f5,44,1,0,1,1,1,1
0e92c2f4,30,1,0,1,1,1,1
0e9c02b4,52,0,0,0.888888888888889,0.888888888888889,0.888888888888889,1
0ea430fa,70,0,0,1,0.384615384615385,1,1
0eab08bf,44,0.2,0,0.6,0.6,0.6,1
0ec74d31,82,0.5,0.0714285714285714,0,0.357142857142857,0.357142857142857,1
0ec8b2ec,29,1,0,1,1,1,1
0ed40fb1,33,0,0,0.833333333333333,0.833333333333333,0.833333333333333,2
0f000fe4,46,0,0,0.714285714285714,0.714285714285714,0.857142857142857,1
0f06d656,27,1,0,1,1,1,1
0f0d9bc5,81,0,0,0,0.866666666666667,0.866666666666667,1
0f1fa451,33,0,0,0.166666666666667,0.166666666666667,0.166666666666667,1
0f34ae7b,36,0,0,0.6,0.6,0.8,1
0f40e3a4,46,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1
0f4f4532,74,0,0,0,0.428571428571429,0.571428571428571,1
0f58d4be,103,1,0,0,1,1,1
0f5cb4d8,39,0,0,0.857142857142857,0.857142857142857,0.857142857142857,1
0f5f5078,30,0,0,0,0,0.75,1
0f67716d,168,0,0,0.3125,0.03125,0.1875,1
0f730f8b,28,0,0,0.25,0.25,0.25,1
0f7a50fe,29,0,0,0.714285714285714,0.714285714285714,0.714285714285714,1
0f893bb6,41,0,0,0,0,0,1
0f94bd94,41,0,0,0.571428571428571,0.571428571428571,0.857142857142857,2
0f961589,42,0,0,0.333333333333333,0.333333333333333,1,2
0fa288b8,30,1,0,1,1,1,1
0faebcb7,27,0,0,0.2,0.2,0.2,1
0fbba2e7,39,1,0,1,1,1,1
0fbe981e,38,1,0,0.714285714285714,0.714285714285714,1,1
0fd15441,49,0,0,0.75,0.75,0.75,2
0fd793b6,44,1,0,1,1,1,1
0ffc179e,74,1,0,0,1,1,1
10035c8d,66,0,0,0.4,0.4,0.5,1
10078d2e,40,0,0,0.666666666666667,0.666666666666667,0.333333333333333,1
10138f70,27,0,0,1,1,1,1
10145952,30,0,0,0,0,0,1
101bc0f9,49,1,0,1,1,1,1
101beadd,34,1,0,1,1,1,1
1022fab6,35,0.166666666666667,0,0.333333333333333,0.333333333333333,0.666666666666667,1
1027a30d,67,1,0,1,1,1,1
1044cfba,26,0,0,0.75,0.75,0.25,1
1045ffc2,55,1,0,1,1,1,1
10469980,44,1,0,1,1,1,1
1053305d,32,1,0,1,1,1,1
105be42a,67,1,0,1,1,1,1
1064f6f2,25,0,0,0.75,0.75,0.5,1
10682983,29,0,0,0.666666666666667,0.666666666666667,1,2
10720855,58,0.181818181818182,0.0909090909090909,0.272727272727273,0.272727272727273,0.454545454545455,1
10741d62,64,1,0,1,1,1,1
1086f94f,46,1,0,1,1,1,1
108c6289,26,1,0,1,1,1,1
109100b6,46,0,0,0.625,0.625,0.75,1
109c03d1,33,1,0,1,1,1,1
109ff60c,25,1,0,1,1,1,1
10bec2c6,48,0,0,0.125,0.125,0.5,1
10c94541,63,1,0,1,1,1,1
10cb7fc7,32,0,0,0.8,0.8,1,2
10dbfe78,29,1,1,1,1,1,1
10e305b5,36,0,0,1,1,1,1
10f65a51,60,0,0,0.875,0.875,1,1
10fd019c,31,0,0,0.833333333333333,0.833333333333333,0.833333333333333,1
10ff1222,25,1,0,1,1,1,1
1102d22f,106,0,0.35,0,0.3,0.6,1
110f044a,30,1,0,1,1,1,1
110ff22f,29,1,0,1,1,1,1
1117e219,27,1,0,1,1,1,1
111c4f9d,94,0,0,0,0.0625,0.125,1
1123cac3,30,1,0,1,1,1,1
112b9057,62,0.833333333333333,0,0.833333333333333,0.833333333333333,0.833333333333333,1
113a28e1,27,1,0,1,1,1,1
114ebefd,55,1,0,1,1,1,1
115300db,30,1,0,1,1,1,1
1160e824,28,0,0,0,0,0,1
1164a8c8,37,0,0,0.75,0.75,0.75,1
11786e91,49,1,1,1,1,1,1
117e4941,60,0.0909090909090909,0.0909090909090909,0.363636363636364,0.363636363636364,0.454545454545455,1
11818e36,27,1,0,1,1,1,1
1181bcb6,29,1,0,1,1,1,1
118837a7,25,0,0,0.25,0.25,0.25,1
11885c98,29,1,0,1,1,1,1
1196b355,56,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,1,1
11a7884b,38,0,0,1,1,1,1
11ac7eaf,30,1,0,1,1,1,1
11c0fb01,56,0,0.181818181818182,0.272727272727273,0.272727272727273,0.272727272727273,1
11d32114,27,0,0,0.75,0.75,0.75,2
11d5213f,46,0,0,1,1,1,1
11e68741,37,0,0,0.6,0.6,0.8,1
11e6e647,145,0,0,0,0.962962962962963,0.962962962962963,1
11fe21ba,38,1,0,1,1,1,1
11fe98b4,28,1,0,1,1,1,1
1206399e,50,1,1,1,1,1,1
1207dd2b,33,1,0,1,1,1,1
120be256,88,1,0,0,1,1,1
1215c11c,28,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,1
121ff09b,52,0,0,0,0,0.111111111111111,1
1220d7b0,38,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,1
12323ce3,54,0,0,0.545454545454545,0.545454545454545,0.545454545454545,1
12348a4f,31,1,0,1,1,1,1
124026a5,38,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,1
12449f97,28,1,0,1,1,1,1
1250829f,33,0,0,0.25,0.25,0.5,1
12541fe4,29,0.8,0.8,0.8,0.8,0.8,1
125e29f9,34,0,0,0.333333333333333,0.333333333333333,1,1
126610ea,28,0,0,0.75,0.75,0.5,1
1267d8f7,26,0,0,0,0,0.333333333333333,1
1268d148,40,1,0,1,1,1,1
1298bc27,28,0,0,0,0,0.5,1
12a816af,34,0,0,0.2,0.2,0.2,1
12a86fb3,38,0,0,0.833333333333333,0.833333333333333,0.666666666666667,1
12b8d794,27,0,0,0,0,0.333333333333333,1
12b9571d,37,0,0,0.6,0.6,0.6,1
12bf608f,65,1,0,1,1,1,1
12ca8a9b,38,0,0,0.166666666666667,0.166666666666667,0,1
12eea51c,33,0,0,0,0,0,1
12f816ea,40,1,0,1,1,1,1
13000006,76,0,0,0,0.533333333333333,0.933333333333333,1
131204ae,25,1,0,1,1,1,1
13218ab4,180,0.0606060606060606,0.0606060606060606,0.0303030303030303,0.484848484848485,0.636363636363636,1
13257296,50,0,0,0.222222222222222,0.222222222222222,0.888888888888889,1
1325b857,25,1,0,1,1,1,1
132b30d0,29,0,0,1,1,1,1
132d5f81,30,1,0,1,1,1,1
13320fbb,26,0,0,0.25,0.25,0.75,1
133409f2,50,1,0,1,1,1,1
1342419a,33,1,0,1,1,1,1
134a32d2,31,1,0,1,1,1,1
134a8394,143,0,0,0,0.777777777777778,0.777777777777778,3
134c6fc9,41,1,0,1,1,1,1
134e1b27,42,0,0,0.714285714285714,0.714285714285714,0.714285714285714,1
136969dc,42,0,0,0.857142857142857,0.857142857142857,1,1
136b1f41,33,1,0,1,1,1,1
136c16da,49,1,0,1,1,1,1
1373a8f7,27,1,0,1,1,1,1
1373b5d3,76,0.0769230769230769,0.0769230769230769,0.153846153846154,0.230769230769231,0.230769230769231,1
137ab90a,78,0.0833333333333333,0.333333333333333,0,0,0.333333333333333,1
137c1627,30,1,0,1,1,1,1
1385a20d,32,0.857142857142857,0,0.857142857142857,0.857142857142857,0.857142857142857,1
13871f97,50,1,0,1,1,1,1
13a0497d,56,0.125,0.125,0.375,0.375,0.875,1
13a53cde,41,1,0,1,1,1,1
13ab969c,44,1,0,0,0,1,1
13b290ee,28,0,0,0.2,0.2,0.2,1
13b7b873,56,0,0,0.25,0.25,0.888888888888889,1
13b800aa,51,1,0,1,1,1,1
13c0bfc9,32,0,0,0.8,0.8,0.8,1
13c234c6,70,0,0,0,0,0,1
13db26db,42,1,0,1,1,1,1
13e163cc,153,0,0.0769230769230769,0.692307692307692,0.0769230769230769,0.115384615384615,1
13f060da,57,0,0,0.1,0.1,0.5,1
13f1924a,31,1,0,1,1,1,1
13f7c11a,32,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1
1402eca9,33,0,0,0.6,0.6,0.8,1
140a56ef,26,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1
140cb399,30,1,0,1,1,1,1
