0.422379725,0.026804124,0.631348797,0.671348797,0.755584192
0.459663474,0.066693269,0.684781857,0.704781857,0.760022612
0.443768372,0.036522634,0.656149324,0.696149324,0.753666961
0.456256507,0.077504247,0.701002155,0.731002155,0.807841069
0.462874023,0.049356775,0.718140685,0.738140685,0.771388046
0.421738928,0.054769231,0.18974359,0.685357975,0.712090576
0.666666667,0,0.249652778,0.856597222,0.872222222
0.631578947,0.003289474,0.181876259,0.760749914,0.83015443
0.75,0,0.322916667,0.875,0.885416667
0.505952381,0.059029304,0.228076923,0.71941392,0.806465202
